FORT WORTH,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL7TR154581,154581,"$89,165.70 "," (89,165.70)",154581,2026 GMC YUKON XL      10/23/25  1GKS2JKL7TR154581,G35696
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR283984,283984,"$89,301.40 "," (89,301.40)",283984,2026 GMC YUKON XL       3/09/26  1GKS2JKL5TR283984,G36408
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL0TR295428,295428,"$89,466.28 "," (89,466.28)",295428,"STURR, TIMOTHY PAUL     3/19/26  1GKS2DKL0TR295428",G36502
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR295448,295448,"$89,466.28 "," (89,466.28)",295448,2026 GMC YUKON          3/19/26  1GKS2DKL6TR295448,G36500
2026 GMC TRUCK YUKON,1GKS2DKLXTR247578,247578,"$90,000.00 "," (90,000.00)",247578,2026 GMC YUKON          4/22/26  1GKS2DKLXTR247578,G36456
2026 GMC TRUCK SIERRA EV,1GT10MED2SU409992,409992,"$90,900.00 "," (90,900.00)",409992,2025 GMC SIERRA EV      4/22/26  1GT10MED2SU409992,G34351
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL3TR154559,154559,"$90,923.13 "," (90,923.13)",154559,2026 GMC YUKON XL       4/01/26  1GKS2JKL3TR154559,G36649
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR154577,154577,"$91,132.65 "," (91,132.65)",154577,2026 GMC YUKON XL      10/23/25  1GKS2JKL5TR154577,G35694
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL1TR292875,292875,"$91,174.53 "," (91,174.53)",292875,2026 GMC YUKON XL       3/16/26  1GKS2JKL1TR292875,G36460
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL3TR294868,294868,"$91,267.03 "," (91,267.03)",294868,"KNIGHT, KATELYN PAIGE   3/18/26  1GKS2JKL3TR294868",G36486
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL0TR284590,284590,"$91,794.28 "," (91,794.28)",284590,2026 GMC YUKON XL       3/10/26  1GKS2JKL0TR284590,G36426
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR284956,284956,"$91,794.28 "," (91,794.28)",284956,2026 GMC YUKON XL       3/06/26  1GKS2JKL5TR284956,G36381
2026 GMC Truck GMC YUK 4XDE,1GKS2JKLXTR285150,285150,"$91,794.28 "," (91,794.28)",285150,2026 GMC YUKON XL       3/06/26  1GKS2JKLXTR285150,G36384
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR282344,282344,"$92,190.40 "," (92,190.40)",282344,"WALDEN, JOHN BARTON     3/27/26  1GKS2DKL6TR282344",G36626
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL5TR262748,262748,"$92,440.15 "," (92,440.15)",262748,2026 GMC YUKON XL       2/18/26  1GKS1JKL5TR262748,G36328
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL1TR267347,267347,"$92,440.15 "," (92,440.15)",267347,2026 GMC YUKON XL       2/23/26  1GKS1JKL1TR267347,G36337
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL8TR265434,265434,"$92,995.15 "," (92,995.15)",265434,2026 GMC YUKON XL       2/23/26  1GKS1JKL8TR265434,G36336
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL8TR338980,338980,"$94,216.15 ",,,,
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL4TR317283,317283,"$97,654.15 "," (97,654.15)",317283,"SEARS, DIANE HARRIET    4/06/26  1GKS2JKL4TR317283",G36682
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL0TR245871,245871,"$97,816.03 "," (97,816.03)",245871,2026 GMC YUKON XL       2/06/26  1GKS2JKL0TR245871,G36219
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL4TR246778,246778,"$97,816.03 "," (97,816.03)",246778,2026 GMC YUKON XL       2/06/26  1GKS2JKL4TR246778,G36220
2026 GMC TRUCK YUKON,1GKS2EKL8TR267964,267964,"$99,000.00 "," (99,000.00)",267964,2026 GMC YUKON          4/22/26  1GKS2EKL8TR267964,G36734
2026 GMC Truck GMC YUK 4XAT,1GKS2WKL7TR260445,260445,"$100,234.28 "," (100,234.28)",260445,2026 GMC YUKON XL       2/23/26  1GKS2WKL7TR260445,G36338
2025 GMC Truck GMC HMER EV3,1GT40DDBXSU115236,115236,"$109,696.50 ",,,,
,,,," (121,885.00)",115236,2025 GMC HUMMER EV PI   3/24/25  1GT40DDBXSU115236,G34234
,,,"$40,348,201.96 "," (35,997,028.41)",otals:,Final Totals:,
